ts,price,size,_ts_dt,_price,_size
2025-10-31T14:04:15Z,67971.69,0.002972,2025-10-31 14:04:15+00:00,67971.69,0.002972
2025-10-31T14:04:20Z,67972.15,0.001386,2025-10-31 14:04:20+00:00,67972.15,0.001386
2025-10-31T14:04:25Z,67973.88,0.002066,2025-10-31 14:04:25+00:00,67973.88,0.002066
2025-10-31T14:04:30Z,67979.84,0.001384,2025-10-31 14:04:30+00:00,67979.84,0.001384
2025-10-31T14:04:35Z,67980.88,0.002582,2025-10-31 14:04:35+00:00,67980.88,0.002582
2025-10-31T14:04:40Z,67986.64,0.001455,2025-10-31 14:04:40+00:00,67986.64,0.001455
2025-10-31T14:04:45Z,67986.05,0.002097,2025-10-31 14:04:45+00:00,67986.05,0.002097
2025-10-31T14:04:50Z,67986.77,0.002373,2025-10-31 14:04:50+00:00,67986.77,0.002373
2025-10-31T14:04:55Z,67988.43,0.00234,2025-10-31 14:04:55+00:00,67988.43,0.00234
2025-10-31T14:05:00Z,67994.16,0.001289,2025-10-31 14:05:00+00:00,67994.16,0.001289
2025-10-31T14:05:05Z,67990.5,0.002565,2025-10-31 14:05:05+00:00,67990.5,0.002565
2025-10-31T14:05:10Z,67992.39,0.001576,2025-10-31 14:05:10+00:00,67992.39,0.001576
2025-10-31T14:05:15Z,67993.0,0.002311,2025-10-31 14:05:15+00:00,67993.0,0.002311
2025-10-31T14:05:20Z,67994.45,0.002061,2025-10-31 14:05:20+00:00,67994.45,0.002061
2025-10-31T14:05:25Z,67998.62,0.001218,2025-10-31 14:05:25+00:00,67998.62,0.001218
2025-10-31T14:05:30Z,68011.24,0.001665,2025-10-31 14:05:30+00:00,68011.24,0.001665
2025-10-31T14:05:35Z,68002.83,0.001457,2025-10-31 14:05:35+00:00,68002.83,0.001457
2025-10-31T14:05:40Z,68009.64,0.001233,2025-10-31 14:05:40+00:00,68009.64,0.001233
2025-10-31T14:05:45Z,68007.56,0.002392,2025-10-31 14:05:45+00:00,68007.56,0.002392
2025-10-31T14:05:50Z,68005.39,0.00146,2025-10-31 14:05:50+00:00,68005.39,0.00146
2025-10-31T14:05:55Z,68005.09,0.001167,2025-10-31 14:05:55+00:00,68005.09,0.001167
2025-10-31T14:06:00Z,68009.83,0.002319,2025-10-31 14:06:00+00:00,68009.83,0.002319
2025-10-31T14:06:05Z,68005.6,0.002571,2025-10-31 14:06:05+00:00,68005.6,0.002571
2025-10-31T14:06:10Z,68010.69,0.002969,2025-10-31 14:06:10+00:00,68010.69,0.002969
2025-10-31T14:06:15Z,68011.01,0.001519,2025-10-31 14:06:15+00:00,68011.01,0.001519
2025-10-31T14:06:20Z,68006.92,0.001599,2025-10-31 14:06:20+00:00,68006.92,0.001599
2025-10-31T14:06:25Z,68001.48,0.002169,2025-10-31 14:06:25+00:00,68001.48,0.002169
2025-10-31T14:06:30Z,67993.7,0.002118,2025-10-31 14:06:30+00:00,67993.7,0.002118
2025-10-31T14:06:35Z,67995.49,0.003957,2025-10-31 14:06:35+00:00,67995.49,0.003957
2025-10-31T14:06:40Z,67995.31,0.002428,2025-10-31 14:06:40+00:00,67995.31,0.002428
2025-10-31T14:06:45Z,67989.84,0.00119,2025-10-31 14:06:45+00:00,67989.84,0.00119
2025-10-31T14:06:50Z,67986.33,0.002103,2025-10-31 14:06:50+00:00,67986.33,0.002103
2025-10-31T14:06:55Z,67983.76,0.001165,2025-10-31 14:06:55+00:00,67983.76,0.001165
2025-10-31T14:07:00Z,67989.84,0.001043,2025-10-31 14:07:00+00:00,67989.84,0.001043
2025-10-31T14:07:05Z,67990.52,0.00315,2025-10-31 14:07:05+00:00,67990.52,0.00315
2025-10-31T14:07:10Z,67987.94,0.003015,2025-10-31 14:07:10+00:00,67987.94,0.003015
2025-10-31T14:07:15Z,67986.04,0.003108,2025-10-31 14:07:15+00:00,67986.04,0.003108
2025-10-31T14:07:20Z,67986.35,0.00165,2025-10-31 14:07:20+00:00,67986.35,0.00165
2025-10-31T14:07:25Z,67986.74,0.002513,2025-10-31 14:07:25+00:00,67986.74,0.002513
2025-10-31T14:07:30Z,67992.71,0.003454,2025-10-31 14:07:30+00:00,67992.71,0.003454
2025-10-31T14:07:35Z,67997.03,0.002036,2025-10-31 14:07:35+00:00,67997.03,0.002036
2025-10-31T14:07:40Z,67993.96,0.001406,2025-10-31 14:07:40+00:00,67993.96,0.001406
2025-10-31T14:07:45Z,67999.49,0.004261,2025-10-31 14:07:45+00:00,67999.49,0.004261
2025-10-31T14:07:50Z,67998.31,0.001792,2025-10-31 14:07:50+00:00,67998.31,0.001792
2025-10-31T14:07:55Z,68003.08,0.002326,2025-10-31 14:07:55+00:00,68003.08,0.002326
2025-10-31T14:08:00Z,68003.93,0.001539,2025-10-31 14:08:00+00:00,68003.93,0.001539
2025-10-31T14:08:05Z,68002.52,0.003449,2025-10-31 14:08:05+00:00,68002.52,0.003449
2025-10-31T14:08:10Z,68003.6,0.002047,2025-10-31 14:08:10+00:00,68003.6,0.002047
2025-10-31T14:08:15Z,68007.69,0.003536,2025-10-31 14:08:15+00:00,68007.69,0.003536
2025-10-31T14:08:20Z,68008.44,0.002086,2025-10-31 14:08:20+00:00,68008.44,0.002086
2025-10-31T14:08:25Z,68008.14,0.002173,2025-10-31 14:08:25+00:00,68008.14,0.002173
2025-10-31T14:08:30Z,68010.39,0.001457,2025-10-31 14:08:30+00:00,68010.39,0.001457
2025-10-31T14:08:35Z,68515.13,0.002157,2025-10-31 14:08:35+00:00,68515.13,0.002157
2025-10-31T14:08:40Z,68515.56,0.003198,2025-10-31 14:08:40+00:00,68515.56,0.003198
2025-10-31T14:08:45Z,68521.92,0.002028,2025-10-31 14:08:45+00:00,68521.92,0.002028
2025-10-31T14:08:50Z,68520.46,0.001736,2025-10-31 14:08:50+00:00,68520.46,0.001736
2025-10-31T14:08:55Z,68526.97,0.001438,2025-10-31 14:08:55+00:00,68526.97,0.001438
2025-10-31T14:09:00Z,68520.62,0.001212,2025-10-31 14:09:00+00:00,68520.62,0.001212
2025-10-31T14:09:05Z,68520.77,0.001376,2025-10-31 14:09:05+00:00,68520.77,0.001376
2025-10-31T14:09:10Z,68517.57,0.001604,2025-10-31 14:09:10+00:00,68517.57,0.001604
2025-10-31T14:09:15Z,68514.46,0.002127,2025-10-31 14:09:15+00:00,68514.46,0.002127
2025-10-31T14:09:20Z,68512.35,0.002156,2025-10-31 14:09:20+00:00,68512.35,0.002156
2025-10-31T14:09:25Z,67818.29,0.001487,2025-10-31 14:09:25+00:00,67818.29,0.001487
2025-10-31T14:09:30Z,67825.99,0.001358,2025-10-31 14:09:30+00:00,67825.99,0.001358
2025-10-31T14:09:35Z,67860.71,0.002407,2025-10-31 14:09:35+00:00,67860.71,0.002407
2025-10-31T14:09:40Z,67860.85,0.003991,2025-10-31 14:09:40+00:00,67860.85,0.003991
2025-10-31T14:09:45Z,67868.0,0.00288,2025-10-31 14:09:45+00:00,67868.0,0.00288
2025-10-31T14:09:50Z,67871.64,0.001859,2025-10-31 14:09:50+00:00,67871.64,0.001859
2025-10-31T14:09:55Z,67873.58,0.00258,2025-10-31 14:09:55+00:00,67873.58,0.00258
2025-10-31T14:10:00Z,67871.43,0.004885,2025-10-31 14:10:00+00:00,67871.43,0.004885
2025-10-31T14:10:05Z,67867.94,0.003984,2025-10-31 14:10:05+00:00,67867.94,0.003984
2025-10-31T14:10:10Z,67867.27,0.003311,2025-10-31 14:10:10+00:00,67867.27,0.003311
2025-10-31T14:10:15Z,67870.51,0.004825,2025-10-31 14:10:15+00:00,67870.51,0.004825
2025-10-31T14:10:20Z,67873.36,0.003092,2025-10-31 14:10:20+00:00,67873.36,0.003092
2025-10-31T14:10:25Z,67870.9,0.001671,2025-10-31 14:10:25+00:00,67870.9,0.001671
2025-10-31T14:10:30Z,67873.63,0.003278,2025-10-31 14:10:30+00:00,67873.63,0.003278
2025-10-31T14:10:35Z,67872.23,0.00463,2025-10-31 14:10:35+00:00,67872.23,0.00463
2025-10-31T14:10:40Z,67871.3,0.003921,2025-10-31 14:10:40+00:00,67871.3,0.003921
2025-10-31T14:10:45Z,67871.76,0.002042,2025-10-31 14:10:45+00:00,67871.76,0.002042
2025-10-31T14:10:50Z,67872.67,0.004384,2025-10-31 14:10:50+00:00,67872.67,0.004384
2025-10-31T14:10:55Z,67873.22,0.001741,2025-10-31 14:10:55+00:00,67873.22,0.001741
2025-10-31T14:11:00Z,67871.75,0.003153,2025-10-31 14:11:00+00:00,67871.75,0.003153
2025-10-31T14:11:05Z,67873.02,0.002969,2025-10-31 14:11:05+00:00,67873.02,0.002969
2025-10-31T14:11:10Z,67869.45,0.003957,2025-10-31 14:11:10+00:00,67869.45,0.003957
2025-10-31T14:11:15Z,67868.05,0.002215,2025-10-31 14:11:15+00:00,67868.05,0.002215
2025-10-31T14:11:20Z,67866.21,0.004304,2025-10-31 14:11:20+00:00,67866.21,0.004304
2025-10-31T14:11:25Z,67864.63,0.004087,2025-10-31 14:11:25+00:00,67864.63,0.004087
2025-10-31T14:11:30Z,67865.45,0.004877,2025-10-31 14:11:30+00:00,67865.45,0.004877
2025-10-31T14:11:35Z,67866.87,0.006046,2025-10-31 14:11:35+00:00,67866.87,0.006046
2025-10-31T14:11:40Z,67865.58,0.003381,2025-10-31 14:11:40+00:00,67865.58,0.003381
2025-10-31T14:11:45Z,67864.64,0.003395,2025-10-31 14:11:45+00:00,67864.64,0.003395
2025-10-31T14:11:50Z,67865.32,0.004278,2025-10-31 14:11:50+00:00,67865.32,0.004278
2025-10-31T14:11:55Z,67863.33,0.002939,2025-10-31 14:11:55+00:00,67863.33,0.002939
2025-10-31T14:12:00Z,67866.07,0.002086,2025-10-31 14:12:00+00:00,67866.07,0.002086
2025-10-31T14:12:05Z,67865.74,0.001814,2025-10-31 14:12:05+00:00,67865.74,0.001814
2025-10-31T14:12:10Z,67864.34,0.00481,2025-10-31 14:12:10+00:00,67864.34,0.00481
2025-10-31T14:12:15Z,67866.51,0.003008,2025-10-31 14:12:15+00:00,67866.51,0.003008
2025-10-31T14:12:20Z,67868.69,0.004312,2025-10-31 14:12:20+00:00,67868.69,0.004312
2025-10-31T14:12:25Z,67864.97,0.002402,2025-10-31 14:12:25+00:00,67864.97,0.002402
2025-10-31T14:12:30Z,67867.36,0.004434,2025-10-31 14:12:30+00:00,67867.36,0.004434
2025-10-31T14:12:35Z,67867.55,0.00367,2025-10-31 14:12:35+00:00,67867.55,0.00367
2025-10-31T14:12:40Z,67869.2,0.004407,2025-10-31 14:12:40+00:00,67869.2,0.004407
2025-10-31T14:12:45Z,67868.65,0.004236,2025-10-31 14:12:45+00:00,67868.65,0.004236
2025-10-31T14:12:50Z,67870.43,0.003351,2025-10-31 14:12:50+00:00,67870.43,0.003351
2025-10-31T14:12:55Z,67870.39,0.003552,2025-10-31 14:12:55+00:00,67870.39,0.003552
2025-10-31T14:13:00Z,67870.77,0.002463,2025-10-31 14:13:00+00:00,67870.77,0.002463
2025-10-31T14:13:05Z,67871.86,0.00354,2025-10-31 14:13:05+00:00,67871.86,0.00354
2025-10-31T14:13:10Z,67868.99,0.001277,2025-10-31 14:13:10+00:00,67868.99,0.001277
2025-10-31T14:13:15Z,67870.27,0.004416,2025-10-31 14:13:15+00:00,67870.27,0.004416
2025-10-31T14:13:20Z,67873.57,0.005319,2025-10-31 14:13:20+00:00,67873.57,0.005319
2025-10-31T14:13:25Z,67875.01,0.004698,2025-10-31 14:13:25+00:00,67875.01,0.004698
2025-10-31T14:13:30Z,67877.94,0.002602,2025-10-31 14:13:30+00:00,67877.94,0.002602
2025-10-31T14:13:35Z,67876.22,0.002917,2025-10-31 14:13:35+00:00,67876.22,0.002917
2025-10-31T14:13:40Z,67874.1,0.003356,2025-10-31 14:13:40+00:00,67874.1,0.003356
2025-10-31T14:13:45Z,67872.58,0.002093,2025-10-31 14:13:45+00:00,67872.58,0.002093
2025-10-31T14:13:50Z,67873.65,0.003405,2025-10-31 14:13:50+00:00,67873.65,0.003405
2025-10-31T14:13:55Z,67874.83,0.002997,2025-10-31 14:13:55+00:00,67874.83,0.002997
2025-10-31T14:14:00Z,67873.95,0.004813,2025-10-31 14:14:00+00:00,67873.95,0.004813
2025-10-31T14:14:05Z,67872.37,0.003169,2025-10-31 14:14:05+00:00,67872.37,0.003169
2025-10-31T14:14:10Z,67871.72,0.00184,2025-10-31 14:14:10+00:00,67871.72,0.00184
2025-10-31T14:14:15Z,67875.37,0.004222,2025-10-31 14:14:15+00:00,67875.37,0.004222
2025-10-31T14:14:20Z,67875.36,0.001076,2025-10-31 14:14:20+00:00,67875.36,0.001076
2025-10-31T14:14:25Z,67877.13,0.002032,2025-10-31 14:14:25+00:00,67877.13,0.002032
2025-10-31T14:14:30Z,67879.62,0.0046,2025-10-31 14:14:30+00:00,67879.62,0.0046
2025-10-31T14:14:35Z,67881.86,0.002367,2025-10-31 14:14:35+00:00,67881.86,0.002367
2025-10-31T14:14:40Z,67883.31,0.005262,2025-10-31 14:14:40+00:00,67883.31,0.005262
2025-10-31T14:14:45Z,67881.67,0.003927,2025-10-31 14:14:45+00:00,67881.67,0.003927
2025-10-31T14:14:50Z,67884.42,0.003246,2025-10-31 14:14:50+00:00,67884.42,0.003246
2025-10-31T14:14:55Z,67883.7,0.004806,2025-10-31 14:14:55+00:00,67883.7,0.004806
2025-10-31T14:15:00Z,67885.79,0.00557,2025-10-31 14:15:00+00:00,67885.79,0.00557
2025-10-31T14:15:05Z,67882.61,0.003962,2025-10-31 14:15:05+00:00,67882.61,0.003962
2025-10-31T14:15:10Z,67883.31,0.004121,2025-10-31 14:15:10+00:00,67883.31,0.004121
2025-10-31T14:15:15Z,67884.77,0.002108,2025-10-31 14:15:15+00:00,67884.77,0.002108
2025-10-31T14:15:20Z,67888.46,0.004161,2025-10-31 14:15:20+00:00,67888.46,0.004161
2025-10-31T14:15:25Z,67888.42,0.00307,2025-10-31 14:15:25+00:00,67888.42,0.00307
2025-10-31T14:15:30Z,67886.51,0.0018,2025-10-31 14:15:30+00:00,67886.51,0.0018
2025-10-31T14:15:35Z,67886.53,0.004511,2025-10-31 14:15:35+00:00,67886.53,0.004511
2025-10-31T14:15:40Z,67884.17,0.004289,2025-10-31 14:15:40+00:00,67884.17,0.004289
2025-10-31T14:15:45Z,67882.5,0.00448,2025-10-31 14:15:45+00:00,67882.5,0.00448
2025-10-31T14:15:50Z,67883.27,0.002932,2025-10-31 14:15:50+00:00,67883.27,0.002932
2025-10-31T14:15:55Z,67881.54,0.002792,2025-10-31 14:15:55+00:00,67881.54,0.002792
2025-10-31T14:16:00Z,67884.41,0.005237,2025-10-31 14:16:00+00:00,67884.41,0.005237
2025-10-31T14:16:05Z,67884.69,0.005287,2025-10-31 14:16:05+00:00,67884.69,0.005287
2025-10-31T14:16:10Z,67882.71,0.001119,2025-10-31 14:16:10+00:00,67882.71,0.001119
2025-10-31T14:16:15Z,67885.21,0.003778,2025-10-31 14:16:15+00:00,67885.21,0.003778
2025-10-31T14:16:20Z,67887.18,0.004281,2025-10-31 14:16:20+00:00,67887.18,0.004281
2025-10-31T14:16:25Z,67888.72,0.003094,2025-10-31 14:16:25+00:00,67888.72,0.003094
2025-10-31T14:16:30Z,67888.82,0.001244,2025-10-31 14:16:30+00:00,67888.82,0.001244
2025-10-31T14:16:35Z,67891.69,0.002422,2025-10-31 14:16:35+00:00,67891.69,0.002422
2025-10-31T14:16:40Z,67890.09,0.002211,2025-10-31 14:16:40+00:00,67890.09,0.002211
2025-10-31T14:16:45Z,67890.51,0.00284,2025-10-31 14:16:45+00:00,67890.51,0.00284
2025-10-31T14:16:50Z,67890.81,0.005595,2025-10-31 14:16:50+00:00,67890.81,0.005595
2025-10-31T14:16:55Z,67890.6,0.005617,2025-10-31 14:16:55+00:00,67890.6,0.005617
2025-10-31T14:17:00Z,67889.46,0.004238,2025-10-31 14:17:00+00:00,67889.46,0.004238
2025-10-31T14:17:05Z,67889.92,0.004313,2025-10-31 14:17:05+00:00,67889.92,0.004313
2025-10-31T14:17:10Z,67887.25,0.001474,2025-10-31 14:17:10+00:00,67887.25,0.001474
2025-10-31T14:17:15Z,67887.81,0.004006,2025-10-31 14:17:15+00:00,67887.81,0.004006
2025-10-31T14:17:20Z,67883.97,0.001821,2025-10-31 14:17:20+00:00,67883.97,0.001821
2025-10-31T14:17:25Z,67882.46,0.004544,2025-10-31 14:17:25+00:00,67882.46,0.004544
2025-10-31T14:17:30Z,67882.96,0.004646,2025-10-31 14:17:30+00:00,67882.96,0.004646
2025-10-31T14:17:35Z,67886.62,0.00208,2025-10-31 14:17:35+00:00,67886.62,0.00208
2025-10-31T14:17:40Z,67883.25,0.002501,2025-10-31 14:17:40+00:00,67883.25,0.002501
2025-10-31T14:17:45Z,67883.39,0.001334,2025-10-31 14:17:45+00:00,67883.39,0.001334
2025-10-31T14:17:50Z,67885.04,0.004598,2025-10-31 14:17:50+00:00,67885.04,0.004598
2025-10-31T14:17:55Z,67882.97,0.00441,2025-10-31 14:17:55+00:00,67882.97,0.00441
2025-10-31T14:18:00Z,67884.83,0.003629,2025-10-31 14:18:00+00:00,67884.83,0.003629
2025-10-31T14:18:05Z,67884.78,0.003115,2025-10-31 14:18:05+00:00,67884.78,0.003115
2025-10-31T14:18:10Z,67887.75,0.003288,2025-10-31 14:18:10+00:00,67887.75,0.003288
2025-10-31T14:18:15Z,67885.38,0.00467,2025-10-31 14:18:15+00:00,67885.38,0.00467
2025-10-31T14:18:20Z,67885.49,0.005266,2025-10-31 14:18:20+00:00,67885.49,0.005266
2025-10-31T14:18:25Z,67887.26,0.004416,2025-10-31 14:18:25+00:00,67887.26,0.004416
2025-10-31T14:18:30Z,67888.52,0.003964,2025-10-31 14:18:30+00:00,67888.52,0.003964
2025-10-31T14:18:35Z,67886.22,0.002908,2025-10-31 14:18:35+00:00,67886.22,0.002908
2025-10-31T14:18:40Z,67885.06,0.00461,2025-10-31 14:18:40+00:00,67885.06,0.00461
2025-10-31T14:18:45Z,67886.94,0.002452,2025-10-31 14:18:45+00:00,67886.94,0.002452
2025-10-31T14:18:50Z,67889.93,0.00159,2025-10-31 14:18:50+00:00,67889.93,0.00159
2025-10-31T14:18:55Z,67893.48,0.002654,2025-10-31 14:18:55+00:00,67893.48,0.002654
2025-10-31T14:19:00Z,67891.68,0.00288,2025-10-31 14:19:00+00:00,67891.68,0.00288
2025-10-31T14:19:05Z,67893.58,0.005799,2025-10-31 14:19:05+00:00,67893.58,0.005799
2025-10-31T14:19:10Z,67896.87,0.003666,2025-10-31 14:19:10+00:00,67896.87,0.003666
2025-10-31T14:19:15Z,67898.5,0.004455,2025-10-31 14:19:15+00:00,67898.5,0.004455
2025-10-31T14:19:20Z,67900.77,0.003088,2025-10-31 14:19:20+00:00,67900.77,0.003088
2025-10-31T14:19:25Z,67901.87,0.0029,2025-10-31 14:19:25+00:00,67901.87,0.0029
2025-10-31T14:19:30Z,67899.41,0.002874,2025-10-31 14:19:30+00:00,67899.41,0.002874
2025-10-31T14:19:35Z,67903.05,0.003706,2025-10-31 14:19:35+00:00,67903.05,0.003706
2025-10-31T14:19:40Z,67902.93,0.002882,2025-10-31 14:19:40+00:00,67902.93,0.002882
2025-10-31T14:19:45Z,67901.36,0.005493,2025-10-31 14:19:45+00:00,67901.36,0.005493
2025-10-31T14:19:50Z,67897.88,0.001807,2025-10-31 14:19:50+00:00,67897.88,0.001807
2025-10-31T14:19:55Z,67896.13,0.001198,2025-10-31 14:19:55+00:00,67896.13,0.001198
2025-10-31T14:20:00Z,67896.26,0.005516,2025-10-31 14:20:00+00:00,67896.26,0.005516
2025-10-31T14:20:05Z,67898.47,0.003291,2025-10-31 14:20:05+00:00,67898.47,0.003291
2025-10-31T14:20:10Z,67898.44,0.002773,2025-10-31 14:20:10+00:00,67898.44,0.002773
2025-10-31T14:20:15Z,67897.09,0.00408,2025-10-31 14:20:15+00:00,67897.09,0.00408
2025-10-31T14:20:20Z,67897.46,0.006208,2025-10-31 14:20:20+00:00,67897.46,0.006208
2025-10-31T14:20:25Z,67900.04,0.002771,2025-10-31 14:20:25+00:00,67900.04,0.002771
2025-10-31T14:20:30Z,67899.34,0.002406,2025-10-31 14:20:30+00:00,67899.34,0.002406
2025-10-31T14:20:35Z,67899.83,0.004094,2025-10-31 14:20:35+00:00,67899.83,0.004094
2025-10-31T14:20:40Z,67898.19,0.001311,2025-10-31 14:20:40+00:00,67898.19,0.001311
2025-10-31T14:20:45Z,67898.54,0.003578,2025-10-31 14:20:45+00:00,67898.54,0.003578
2025-10-31T14:20:50Z,67899.66,0.005466,2025-10-31 14:20:50+00:00,67899.66,0.005466
2025-10-31T14:20:55Z,67899.47,0.004374,2025-10-31 14:20:55+00:00,67899.47,0.004374
2025-10-31T14:21:00Z,67897.47,0.004403,2025-10-31 14:21:00+00:00,67897.47,0.004403
2025-10-31T14:21:05Z,67898.93,0.003621,2025-10-31 14:21:05+00:00,67898.93,0.003621
2025-10-31T14:21:10Z,67901.37,0.002315,2025-10-31 14:21:10+00:00,67901.37,0.002315
2025-10-31T14:21:15Z,67902.03,0.004429,2025-10-31 14:21:15+00:00,67902.03,0.004429
2025-10-31T14:21:20Z,67898.96,0.004221,2025-10-31 14:21:20+00:00,67898.96,0.004221
2025-10-31T14:21:25Z,67899.2,0.003676,2025-10-31 14:21:25+00:00,67899.2,0.003676
2025-10-31T14:21:30Z,67898.58,0.00327,2025-10-31 14:21:30+00:00,67898.58,0.00327
2025-10-31T14:21:35Z,67898.88,0.00577,2025-10-31 14:21:35+00:00,67898.88,0.00577
2025-10-31T14:21:40Z,67896.13,0.002014,2025-10-31 14:21:40+00:00,67896.13,0.002014
2025-10-31T14:21:45Z,67896.45,0.003957,2025-10-31 14:21:45+00:00,67896.45,0.003957
2025-10-31T14:21:50Z,67895.18,0.001596,2025-10-31 14:21:50+00:00,67895.18,0.001596
2025-10-31T14:21:55Z,67895.66,0.001992,2025-10-31 14:21:55+00:00,67895.66,0.001992
2025-10-31T14:22:00Z,67897.53,0.00474,2025-10-31 14:22:00+00:00,67897.53,0.00474
2025-10-31T14:22:05Z,67896.59,0.002374,2025-10-31 14:22:05+00:00,67896.59,0.002374
2025-10-31T14:22:10Z,67898.8,0.004409,2025-10-31 14:22:10+00:00,67898.8,0.004409
2025-10-31T14:22:15Z,67901.26,0.003074,2025-10-31 14:22:15+00:00,67901.26,0.003074
